Container_ID,Equipment_Type,Arrival_Time,Arrival_Mode,Railcar_ID,Well_Position,Blocked_By
ZIMU9451410,40_High_Cube,2026-08-27T06:40:00+00:00,Gate,None,None,None
SCHU1686804,53_Dry_Van,2026-08-27T06:42:00+00:00,Gate,None,None,None
JBHU9103327,53_Dry_Van,2026-08-27T06:43:00+00:00,Gate,None,None,None
HLCU2100922,40_High_Cube,2026-08-27T06:44:00+00:00,Gate,None,None,None
ZIMU8644457,40_High_Cube,2026-08-27T06:44:00+00:00,Gate,None,None,None
APLU4439104,20_Standard,2026-08-27T06:44:00+00:00,Gate,None,None,None
JBHU1463902,53_Dry_Van,2026-08-27T06:47:00+00:00,Gate,None,None,None
JBHU5572835,53_Dry_Van,2026-08-27T06:47:00+00:00,Gate,None,None,None
SCHU6224352,53_Dry_Van,2026-08-27T06:49:00+00:00,Gate,None,None,None
SCHU8801710,53_Dry_Van,2026-08-27T06:49:00+00:00,Gate,None,None,None
ZIMU9694093,40_High_Cube,2026-08-27T06:49:00+00:00,Gate,None,None,None
SCHU7886585,53_Dry_Van,2026-08-27T06:50:00+00:00,Gate,None,None,None
JBHU2916541,53_Dry_Van,2026-08-27T06:51:00+00:00,Gate,None,None,None
APLU8419750,40_High_Cube,2026-08-27T06:52:00+00:00,Gate,None,None,None
SCHU3498529,53_Dry_Van,2026-08-27T06:56:00+00:00,Gate,None,None,None
EMCU7206238,40_High_Cube,2026-08-27T06:56:00+00:00,Gate,None,None,None
SCHU4849926,53_Dry_Van,2026-08-27T06:56:00+00:00,Gate,None,None,None
EMCU7665767,40_High_Cube,2026-08-27T06:58:00+00:00,Gate,None,None,None
JBHU7467654,53_Dry_Van,2026-08-27T07:00:00+00:00,Gate,None,None,None
SUDU5275695,40_High_Cube,2026-08-27T07:02:00+00:00,Gate,None,None,None
SUDU3742569,20_Standard,2026-08-27T07:04:00+00:00,Gate,None,None,None
EMCU8521893,20_Standard,2026-08-27T07:05:00+00:00,Gate,None,None,None
SCHU1710881,53_Dry_Van,2026-08-27T07:08:00+00:00,Gate,None,None,None
EMCU4699681,40_High_Cube,2026-08-27T07:08:00+00:00,Gate,None,None,None
SCHU3512231,53_Dry_Van,2026-08-27T07:09:00+00:00,Gate,None,None,None
SCHU4762512,53_Dry_Van,2026-08-27T07:09:00+00:00,Gate,None,None,None
ZIMU9843812,20_Standard,2026-08-27T07:10:00+00:00,Gate,None,None,None
HLCU4860462,40_High_Cube,2026-08-27T07:11:00+00:00,Gate,None,None,None
ZIMU3094070,20_Standard,2026-08-27T07:12:00+00:00,Gate,None,None,None
SUDU5727347,40_High_Cube,2026-08-27T07:16:00+00:00,Gate,None,None,None
EMCU8883146,20_Standard,2026-08-27T07:16:00+00:00,Gate,None,None,None
ZIMU8083700,40_High_Cube,2026-08-27T07:16:00+00:00,Gate,None,None,None
APLU1116535,20_Standard,2026-08-27T07:17:00+00:00,Gate,None,None,None
JBHU7820078,53_Dry_Van,2026-08-27T07:18:00+00:00,Gate,None,None,None
MSKU9669517,40_High_Cube,2026-08-27T07:18:00+00:00,Gate,None,None,None
APLU5024988,20_Standard,2026-08-27T07:19:00+00:00,Gate,None,None,None
JBHU2359889,53_Dry_Van,2026-08-27T07:20:00+00:00,Gate,None,None,None
SUDU6193349,40_High_Cube,2026-08-27T07:20:00+00:00,Gate,None,None,None
EMCU9923433,40_High_Cube,2026-08-27T07:20:00+00:00,Gate,None,None,None
SUDU2919433,20_Standard,2026-08-27T07:21:00+00:00,Gate,None,None,None
APLU6924705,20_Standard,2026-08-27T07:22:00+00:00,Gate,None,None,None
APLU9205290,40_High_Cube,2026-08-27T07:23:00+00:00,Gate,None,None,None
SUDU7901587,40_High_Cube,2026-08-27T07:23:00+00:00,Gate,None,None,None
APLU7748067,40_High_Cube,2026-08-27T07:29:00+00:00,Gate,None,None,None
MSKU9645069,20_Standard,2026-08-27T07:30:00+00:00,Gate,None,None,None
HLCU1445067,40_High_Cube,2026-08-27T07:31:00+00:00,Gate,None,None,None
MSKU5200990,40_High_Cube,2026-08-27T07:31:00+00:00,Gate,None,None,None
MSKU3094190,40_High_Cube,2026-08-27T07:31:00+00:00,Gate,None,None,None
ZIMU9116135,40_High_Cube,2026-08-27T07:32:00+00:00,Gate,None,None,None
JBHU4005143,53_Dry_Van,2026-08-27T07:32:00+00:00,Gate,None,None,None
MSKU9041979,40_High_Cube,2026-08-27T07:35:00+00:00,Gate,None,None,None
JBHU2966429,53_Dry_Van,2026-08-27T07:36:00+00:00,Gate,None,None,None
EMCU6547986,20_Standard,2026-08-27T07:40:00+00:00,Gate,None,None,None
SUDU7272545,20_Standard,2026-08-27T07:41:00+00:00,Gate,None,None,None
JBHU6652220,53_Dry_Van,2026-08-27T07:42:00+00:00,Gate,None,None,None
SUDU6044659,40_High_Cube,2026-08-27T07:43:00+00:00,Gate,None,None,None
APLU6873038,40_High_Cube,2026-08-27T07:44:00+00:00,Gate,None,None,None
MSKU7631261,20_Standard,2026-08-27T07:45:00+00:00,Gate,None,None,None
EMCU8913981,20_Standard,2026-08-27T07:46:00+00:00,Gate,None,None,None
SCHU9495044,53_Dry_Van,2026-08-27T07:46:00+00:00,Gate,None,None,None
SUDU3479920,40_High_Cube,2026-08-27T07:46:00+00:00,Gate,None,None,None
JBHU3524381,53_Dry_Van,2026-08-27T07:48:00+00:00,Gate,None,None,None
ZIMU6454695,40_High_Cube,2026-08-27T07:49:00+00:00,Gate,None,None,None
MSKU2843484,40_High_Cube,2026-08-27T07:51:00+00:00,Gate,None,None,None
HLCU1338351,40_High_Cube,2026-08-27T07:53:00+00:00,Gate,None,None,None
JBHU7141502,53_Dry_Van,2026-08-27T07:55:00+00:00,Gate,None,None,None
EMCU2017714,40_High_Cube,2026-08-27T07:55:00+00:00,Gate,None,None,None
MSKU8679491,40_High_Cube,2026-08-27T07:55:00+00:00,Gate,None,None,None
APLU9019594,20_Standard,2026-08-27T07:56:00+00:00,Gate,None,None,None
MSKU5289360,40_High_Cube,2026-08-27T07:58:00+00:00,Gate,None,None,None
ZIMU8642813,20_Standard,2026-08-27T07:58:00+00:00,Gate,None,None,None
ZIMU5267869,40_High_Cube,2026-08-27T07:59:00+00:00,Gate,None,None,None
ZIMU3651772,40_High_Cube,2026-08-27T07:59:00+00:00,Gate,None,None,None
JBHU4405828,53_Dry_Van,2026-08-27T08:02:00+00:00,Gate,None,None,None
MSKU4309349,20_Standard,2026-08-27T08:05:00+00:00,Gate,None,None,None
EMCU5246334,40_High_Cube,2026-08-27T08:09:00+00:00,Gate,None,None,None
APLU9622777,40_High_Cube,2026-08-27T08:09:00+00:00,Gate,None,None,None
SUDU9533308,40_High_Cube,2026-08-27T08:14:00+00:00,Gate,None,None,None
SUDU3578460,40_High_Cube,2026-08-27T08:16:00+00:00,Gate,None,None,None
SCHU4355693,53_Dry_Van,2026-08-27T08:17:00+00:00,Gate,None,None,None
ZIMU1676853,40_High_Cube,2026-08-27T08:18:00+00:00,Gate,None,None,None
SUDU4791383,20_Standard,2026-08-27T08:18:00+00:00,Gate,None,None,None
HLCU5884197,40_High_Cube,2026-08-27T08:22:00+00:00,Gate,None,None,None
MSKU1866320,40_High_Cube,2026-08-27T08:25:00+00:00,Gate,None,None,None
SCHU3331151,53_Dry_Van,2026-08-27T08:25:00+00:00,Gate,None,None,None
MSKU2720140,40_High_Cube,2026-08-27T08:26:00+00:00,Gate,None,None,None
EMCU2948722,20_Standard,2026-08-27T08:28:00+00:00,Gate,None,None,None
EMCU8295230,40_High_Cube,2026-08-27T08:30:00+00:00,Gate,None,None,None
ZIMU7798946,40_High_Cube,2026-08-27T08:30:00+00:00,Gate,None,None,None
APLU1763399,20_Standard,2026-08-27T08:30:00+00:00,Gate,None,None,None
HLCU4797204,20_Standard,2026-08-27T08:31:00+00:00,Gate,None,None,None
JBHU9597549,53_Dry_Van,2026-08-27T08:37:00+00:00,Gate,None,None,None
SCHU7086474,53_Dry_Van,2026-08-27T08:38:00+00:00,Gate,None,None,None
ZIMU3302575,40_High_Cube,2026-08-27T08:38:00+00:00,Gate,None,None,None
SUDU8913010,40_High_Cube,2026-08-27T08:39:00+00:00,Gate,None,None,None
ZIMU8185018,40_High_Cube,2026-08-27T08:41:00+00:00,Gate,None,None,None
APLU7911298,40_High_Cube,2026-08-27T08:43:00+00:00,Gate,None,None,None
MSKU7891361,40_High_Cube,2026-08-27T08:43:00+00:00,Gate,None,None,None
ZIMU8104612,20_Standard,2026-08-27T08:45:00+00:00,Gate,None,None,None
APLU1349413,40_High_Cube,2026-08-27T08:45:00+00:00,Gate,None,None,None
SUDU6908530,20_Standard,2026-08-27T08:45:00+00:00,Gate,None,None,None
JBHU8268981,53_Dry_Van,2026-08-27T08:45:00+00:00,Gate,None,None,None
JBHU9684638,53_Dry_Van,2026-08-27T08:46:00+00:00,Gate,None,None,None
SCHU1895070,53_Dry_Van,2026-08-27T08:47:00+00:00,Gate,None,None,None
ZIMU9024086,40_High_Cube,2026-08-27T08:48:00+00:00,Gate,None,None,None
HLCU9314680,40_High_Cube,2026-08-27T08:48:00+00:00,Gate,None,None,None
JBHU1795039,53_Dry_Van,2026-08-27T08:49:00+00:00,Gate,None,None,None
SCHU5872860,53_Dry_Van,2026-08-27T08:49:00+00:00,Gate,None,None,None
HLCU9157597,20_Standard,2026-08-27T08:49:00+00:00,Gate,None,None,None
EMCU4724676,20_Standard,2026-08-27T08:54:00+00:00,Gate,None,None,None
MSKU8831407,40_High_Cube,2026-08-27T08:55:00+00:00,Gate,None,None,None
HLCU7970817,40_High_Cube,2026-08-27T08:56:00+00:00,Gate,None,None,None
ZIMU6592307,20_Standard,2026-08-27T09:01:00+00:00,Gate,None,None,None
HLCU2652747,40_High_Cube,2026-08-27T09:02:00+00:00,Gate,None,None,None
HLCU9011030,20_Standard,2026-08-27T09:05:00+00:00,Gate,None,None,None
EMCU2329712,20_Standard,2026-08-27T09:07:00+00:00,Gate,None,None,None
JBHU9135200,53_Dry_Van,2026-08-27T09:07:00+00:00,Gate,None,None,None
JBHU4001214,53_Dry_Van,2026-08-27T09:08:00+00:00,Gate,None,None,None
SCHU2915103,53_Dry_Van,2026-08-27T09:16:00+00:00,Gate,None,None,None
EMCU9593250,40_High_Cube,2026-08-27T09:17:00+00:00,Gate,None,None,None
MSKU8992680,40_High_Cube,2026-08-27T09:19:00+00:00,Gate,None,None,None
APLU3677860,40_High_Cube,2026-08-27T09:20:00+00:00,Gate,None,None,None
APLU3561186,40_High_Cube,2026-08-27T09:26:00+00:00,Gate,None,None,None
EMCU1081160,40_High_Cube,2026-08-27T09:28:00+00:00,Gate,None,None,None
SCHU3755247,53_Dry_Van,2026-08-27T09:29:00+00:00,Gate,None,None,None
MSKU3585131,40_High_Cube,2026-08-27T09:30:00+00:00,Gate,None,None,None
ZIMU3052795,40_High_Cube,2026-08-27T09:32:00+00:00,Gate,None,None,None
SCHU2990920,53_Dry_Van,2026-08-27T09:35:00+00:00,Gate,None,None,None
SCHU2073582,53_Dry_Van,2026-08-27T09:36:00+00:00,Gate,None,None,None
HLCU4400364,20_Standard,2026-08-27T09:37:00+00:00,Gate,None,None,None
SCHU1183939,53_Dry_Van,2026-08-27T09:40:00+00:00,Gate,None,None,None
SUDU1571507,40_High_Cube,2026-08-27T09:41:00+00:00,Gate,None,None,None
EMCU4089950,20_Standard,2026-08-27T09:48:00+00:00,Gate,None,None,None
APLU2686701,40_High_Cube,2026-08-27T09:49:00+00:00,Gate,None,None,None
EMCU4532246,40_High_Cube,2026-08-27T09:51:00+00:00,Gate,None,None,None
JBHU7746073,53_Dry_Van,2026-08-27T09:53:00+00:00,Gate,None,None,None
EMCU2389352,40_High_Cube,2026-08-27T10:04:00+00:00,Gate,None,None,None
APLU8637915,40_High_Cube,2026-08-27T10:19:00+00:00,Gate,None,None,None
JBHU3963635,53_Dry_Van,2026-08-27T10:40:00+00:00,Gate,None,None,None
SUDU1698301,20_Standard,2026-08-27T10:42:00+00:00,Gate,None,None,None
SUDU7980863,40_High_Cube,2026-08-27T10:43:00+00:00,Gate,None,None,None
SCHU9545865,53_Dry_Van,2026-08-27T10:46:00+00:00,Gate,None,None,None
JBHU6102970,53_Dry_Van,2026-08-27T10:52:00+00:00,Gate,None,None,None
JBHU1206925,53_Dry_Van,2026-08-27T10:53:00+00:00,Gate,None,None,None
MSKU7298926,40_High_Cube,2026-08-27T11:03:00+00:00,Gate,None,None,None
ZIMU3969378,40_High_Cube,2026-08-27T11:06:00+00:00,Gate,None,None,None
APLU2660435,20_Standard,2026-08-27T11:15:00+00:00,Gate,None,None,None
HLCU8569711,20_Standard,2026-08-27T11:26:00+00:00,Gate,None,None,None
SUDU9862751,20_Standard,2026-08-27T11:30:00+00:00,Gate,None,None,None
JBHU8844310,53_Dry_Van,2026-08-27T11:44:00+00:00,Gate,None,None,None
HLCU5324905,40_High_Cube,2026-08-27T11:48:00+00:00,Gate,None,None,None
MSKU8914081,20_Standard,2026-08-27T11:51:00+00:00,Gate,None,None,None
HLCU9737487,40_High_Cube,2026-08-27T11:55:00+00:00,Gate,None,None,None
JBHU6161947,53_Dry_Van,2026-08-27T11:55:00+00:00,Gate,None,None,None
HLCU1005509,40_High_Cube,2026-08-27T11:59:00+00:00,Gate,None,None,None
ZIMU5759154,40_High_Cube,2026-08-27T12:00:00+00:00,Gate,None,None,None
EMCU3941661,40_High_Cube,2026-08-27T12:02:00+00:00,Gate,None,None,None
MSKU6832791,20_Standard,2026-08-27T12:02:00+00:00,Gate,None,None,None
APLU5880053,20_Standard,2026-08-27T12:04:00+00:00,Gate,None,None,None
ZIMU4025705,40_High_Cube,2026-08-27T12:05:00+00:00,Gate,None,None,None
SUDU2376249,20_Standard,2026-08-27T12:06:00+00:00,Gate,None,None,None
JBHU4442333,53_Dry_Van,2026-08-27T12:08:00+00:00,Gate,None,None,None
MSKU5015740,40_High_Cube,2026-08-27T12:10:00+00:00,Gate,None,None,None
HLCU6482361,40_High_Cube,2026-08-27T12:11:00+00:00,Gate,None,None,None
SUDU5817060,40_High_Cube,2026-08-27T12:12:00+00:00,Gate,None,None,None
SCHU9606929,53_Dry_Van,2026-08-27T12:15:00+00:00,Gate,None,None,None
APLU6587224,40_High_Cube,2026-08-27T12:16:00+00:00,Gate,None,None,None
SCHU5400483,53_Dry_Van,2026-08-27T12:19:00+00:00,Gate,None,None,None
MSKU7378997,20_Standard,2026-08-27T12:22:00+00:00,Gate,None,None,None
SCHU4823069,53_Dry_Van,2026-08-27T12:25:00+00:00,Gate,None,None,None
SCHU5343995,53_Dry_Van,2026-08-27T12:30:00+00:00,Gate,None,None,None
JBHU5827514,53_Dry_Van,2026-08-27T12:34:00+00:00,Gate,None,None,None
MSKU5720903,20_Standard,2026-08-27T12:36:00+00:00,Gate,None,None,None
JBHU7019808,53_Dry_Van,2026-08-27T12:40:00+00:00,Gate,None,None,None
SCHU4417080,53_Dry_Van,2026-08-27T12:41:00+00:00,Gate,None,None,None
SUDU8983580,40_High_Cube,2026-08-27T12:44:00+00:00,Gate,None,None,None
APLU9611664,40_High_Cube,2026-08-27T12:45:00+00:00,Gate,None,None,None
JBHU4031121,53_Dry_Van,2026-08-27T12:45:00+00:00,Gate,None,None,None
HLCU9896600,40_High_Cube,2026-08-27T12:45:00+00:00,Gate,None,None,None
HLCU2264551,40_High_Cube,2026-08-27T12:46:00+00:00,Gate,None,None,None
JBHU8919574,53_Dry_Van,2026-08-27T12:49:00+00:00,Gate,None,None,None
HLCU7674250,20_Standard,2026-08-27T12:49:00+00:00,Gate,None,None,None
ZIMU3572122,40_High_Cube,2026-08-27T12:55:00+00:00,Gate,None,None,None
EMCU2668130,40_High_Cube,2026-08-27T12:57:00+00:00,Gate,None,None,None
SCHU8600607,53_Dry_Van,2026-08-27T12:58:00+00:00,Gate,None,None,None
HLCU1967740,40_High_Cube,2026-08-27T12:59:00+00:00,Gate,None,None,None
HLCU2455007,40_High_Cube,2026-08-27T13:01:00+00:00,Gate,None,None,None
HLCU1293745,20_Standard,2026-08-27T13:02:00+00:00,Gate,None,None,None
JBHU4055503,53_Dry_Van,2026-08-27T13:04:00+00:00,Gate,None,None,None
HLCU2322880,20_Standard,2026-08-27T13:07:00+00:00,Gate,None,None,None
JBHU7588511,53_Dry_Van,2026-08-27T13:07:00+00:00,Gate,None,None,None
EMCU7634215,40_High_Cube,2026-08-27T13:08:00+00:00,Gate,None,None,None
ZIMU2532552,20_Standard,2026-08-27T13:08:00+00:00,Gate,None,None,None
HLCU2080976,20_Standard,2026-08-27T13:08:00+00:00,Gate,None,None,None
JBHU8143140,53_Dry_Van,2026-08-27T13:09:00+00:00,Gate,None,None,None
HLCU8254761,40_High_Cube,2026-08-27T13:09:00+00:00,Gate,None,None,None
EMCU2909536,40_High_Cube,2026-08-27T13:10:00+00:00,Gate,None,None,None
SUDU5406310,20_Standard,2026-08-27T13:11:00+00:00,Gate,None,None,None
MSKU5665025,40_High_Cube,2026-08-27T13:12:00+00:00,Gate,None,None,None
ZIMU1786716,20_Standard,2026-08-27T13:14:00+00:00,Gate,None,None,None
SCHU5901530,53_Dry_Van,2026-08-27T13:16:00+00:00,Gate,None,None,None
HLCU8511690,40_High_Cube,2026-08-27T13:18:00+00:00,Gate,None,None,None
ZIMU9780102,20_Standard,2026-08-27T13:19:00+00:00,Gate,None,None,None
ZIMU6248821,40_High_Cube,2026-08-27T13:21:00+00:00,Gate,None,None,None
SCHU6730772,53_Dry_Van,2026-08-27T13:22:00+00:00,Gate,None,None,None
APLU1306900,40_High_Cube,2026-08-27T13:23:00+00:00,Gate,None,None,None
MSKU4202290,20_Standard,2026-08-27T13:26:00+00:00,Gate,None,None,None
APLU2568150,40_High_Cube,2026-08-27T13:27:00+00:00,Gate,None,None,None
MSKU1063267,20_Standard,2026-08-27T13:31:00+00:00,Gate,None,None,None
MSKU7562160,40_High_Cube,2026-08-27T13:35:00+00:00,Gate,None,None,None
MSKU4669514,40_High_Cube,2026-08-27T13:36:00+00:00,Gate,None,None,None
ZIMU6544649,40_High_Cube,2026-08-27T13:42:00+00:00,Gate,None,None,None
SUDU4961746,20_Standard,2026-08-27T13:49:00+00:00,Gate,None,None,None
HLCU9142149,40_High_Cube,2026-08-27T13:49:00+00:00,Gate,None,None,None
SUDU1349038,40_High_Cube,2026-08-27T13:52:00+00:00,Gate,None,None,None
MSKU9509118,40_High_Cube,2026-08-27T13:54:00+00:00,Gate,None,None,None
ZIMU4224292,40_High_Cube,2026-08-27T13:56:00+00:00,Gate,None,None,None
APLU2110629,20_Standard,2026-08-27T13:57:00+00:00,Gate,None,None,None
SCHU8623120,53_Dry_Van,2026-08-27T13:58:00+00:00,Gate,None,None,None
JBHU5223941,53_Dry_Van,2026-08-27T13:58:00+00:00,Gate,None,None,None
APLU7262162,40_High_Cube,2026-08-27T13:58:00+00:00,Gate,None,None,None
MSKU9308279,40_High_Cube,2026-08-27T14:00:00+00:00,Gate,None,None,None
SUDU7163740,40_High_Cube,2026-08-27T14:02:00+00:00,Gate,None,None,None
MSKU9516816,40_High_Cube,2026-08-27T14:03:00+00:00,Gate,None,None,None
HLCU3277996,20_Standard,2026-08-27T14:05:00+00:00,Gate,None,None,None
SUDU3755967,40_High_Cube,2026-08-27T14:06:00+00:00,Gate,None,None,None
EMCU8466224,40_High_Cube,2026-08-27T14:07:00+00:00,Gate,None,None,None
JBHU3814668,53_Dry_Van,2026-08-27T14:07:00+00:00,Gate,None,None,None
SCHU1084514,53_Dry_Van,2026-08-27T14:09:00+00:00,Gate,None,None,None
MSKU2952295,40_High_Cube,2026-08-27T14:10:00+00:00,Gate,None,None,None
ZIMU9674179,20_Standard,2026-08-27T14:14:00+00:00,Gate,None,None,None
HLCU6281937,40_High_Cube,2026-08-27T14:14:00+00:00,Gate,None,None,None
SCHU4603357,53_Dry_Van,2026-08-27T14:15:00+00:00,Gate,None,None,None
ZIMU8206105,40_High_Cube,2026-08-27T14:16:00+00:00,Gate,None,None,None
MSKU3504227,20_Standard,2026-08-27T14:17:00+00:00,Gate,None,None,None
JBHU7074810,53_Dry_Van,2026-08-27T14:18:00+00:00,Gate,None,None,None
SCHU5137124,53_Dry_Van,2026-08-27T14:18:00+00:00,Gate,None,None,None
ZIMU7704675,20_Standard,2026-08-27T14:19:00+00:00,Gate,None,None,None
SCHU1913580,53_Dry_Van,2026-08-27T14:20:00+00:00,Gate,None,None,None
SCHU1083159,53_Dry_Van,2026-08-27T14:21:00+00:00,Gate,None,None,None
SCHU8157000,53_Dry_Van,2026-08-27T14:21:00+00:00,Gate,None,None,None
EMCU5929578,40_High_Cube,2026-08-27T14:21:00+00:00,Gate,None,None,None
SCHU7485242,53_Dry_Van,2026-08-27T14:22:00+00:00,Gate,None,None,None
MSKU9333918,40_High_Cube,2026-08-27T14:26:00+00:00,Gate,None,None,None
ZIMU7425881,20_Standard,2026-08-27T14:26:00+00:00,Gate,None,None,None
APLU1070650,40_High_Cube,2026-08-27T14:26:00+00:00,Gate,None,None,None
ZIMU4209169,40_High_Cube,2026-08-27T14:30:00+00:00,Gate,None,None,None
SCHU3327418,53_Dry_Van,2026-08-27T14:31:00+00:00,Gate,None,None,None
MSKU7954650,40_High_Cube,2026-08-27T14:33:00+00:00,Gate,None,None,None
EMCU5994110,20_Standard,2026-08-27T14:36:00+00:00,Gate,None,None,None
SUDU6774343,40_High_Cube,2026-08-27T14:38:00+00:00,Gate,None,None,None
SCHU3400817,53_Dry_Van,2026-08-27T14:41:00+00:00,Gate,None,None,None
JBHU1127976,53_Dry_Van,2026-08-27T14:42:00+00:00,Gate,None,None,None
ZIMU7908724,40_High_Cube,2026-08-27T14:43:00+00:00,Gate,None,None,None
HLCU4199959,40_High_Cube,2026-08-27T14:44:00+00:00,Gate,None,None,None
APLU4642512,40_High_Cube,2026-08-27T14:47:00+00:00,Gate,None,None,None
JBHU4601055,53_Dry_Van,2026-08-27T14:47:00+00:00,Gate,None,None,None
APLU5339291,40_High_Cube,2026-08-27T14:48:00+00:00,Gate,None,None,None
ZIMU8026660,20_Standard,2026-08-27T14:48:00+00:00,Gate,None,None,None
SUDU9087130,40_High_Cube,2026-08-27T14:50:00+00:00,Gate,None,None,None
SCHU6938513,53_Dry_Van,2026-08-27T14:50:00+00:00,Gate,None,None,None
SUDU2164743,40_High_Cube,2026-08-27T14:51:00+00:00,Gate,None,None,None
APLU2958775,20_Standard,2026-08-27T14:51:00+00:00,Gate,None,None,None
ZIMU1118960,20_Standard,2026-08-27T14:51:00+00:00,Gate,None,None,None
JBHU2959543,53_Dry_Van,2026-08-27T14:51:00+00:00,Gate,None,None,None
JBHU5161984,53_Dry_Van,2026-08-27T14:53:00+00:00,Gate,None,None,None
APLU6863045,40_High_Cube,2026-08-27T14:54:00+00:00,Gate,None,None,None
JBHU4247213,53_Dry_Van,2026-08-27T14:57:00+00:00,Gate,None,None,None
MSKU4611683,40_High_Cube,2026-08-27T14:58:00+00:00,Gate,None,None,None
ZIMU4842412,40_High_Cube,2026-08-27T15:01:00+00:00,Gate,None,None,None
MSKU2019905,20_Standard,2026-08-27T15:01:00+00:00,Gate,None,None,None
SUDU3225946,40_High_Cube,2026-08-27T15:02:00+00:00,Gate,None,None,None
EMCU2040571,20_Standard,2026-08-27T15:07:00+00:00,Gate,None,None,None
MSKU1917263,40_High_Cube,2026-08-27T15:08:00+00:00,Gate,None,None,None
MSKU3231307,20_Standard,2026-08-27T15:09:00+00:00,Gate,None,None,None
SCHU5139111,53_Dry_Van,2026-08-27T15:12:00+00:00,Gate,None,None,None
HLCU2496290,40_High_Cube,2026-08-27T15:13:00+00:00,Gate,None,None,None
HLCU2357187,40_High_Cube,2026-08-27T15:13:00+00:00,Gate,None,None,None
APLU6912812,20_Standard,2026-08-27T15:13:00+00:00,Gate,None,None,None
SCHU4420783,53_Dry_Van,2026-08-27T15:15:00+00:00,Gate,None,None,None
JBHU3093047,53_Dry_Van,2026-08-27T15:16:00+00:00,Gate,None,None,None
APLU5038338,40_High_Cube,2026-08-27T15:18:00+00:00,Gate,None,None,None
SUDU5277532,20_Standard,2026-08-27T15:18:00+00:00,Gate,None,None,None
JBHU2692441,53_Dry_Van,2026-08-27T15:20:00+00:00,Gate,None,None,None
APLU9984143,20_Standard,2026-08-27T15:22:00+00:00,Gate,None,None,None
SUDU2086342,40_High_Cube,2026-08-27T15:24:00+00:00,Gate,None,None,None
SCHU7367131,53_Dry_Van,2026-08-27T15:27:00+00:00,Gate,None,None,None
JBHU1407956,53_Dry_Van,2026-08-27T15:31:00+00:00,Gate,None,None,None
EMCU4852466,40_High_Cube,2026-08-27T15:32:00+00:00,Gate,None,None,None
ZIMU4483061,20_Standard,2026-08-27T15:32:00+00:00,Gate,None,None,None
JBHU2010217,53_Dry_Van,2026-08-27T15:42:00+00:00,Gate,None,None,None
EMCU3286256,20_Standard,2026-08-27T15:42:00+00:00,Gate,None,None,None
ZIMU6555685,40_High_Cube,2026-08-27T15:44:00+00:00,Gate,None,None,None
SUDU3801933,40_High_Cube,2026-08-27T15:48:00+00:00,Gate,None,None,None
MSKU8167319,40_High_Cube,2026-08-27T15:51:00+00:00,Gate,None,None,None
MSKU1713552,40_High_Cube,2026-08-27T15:53:00+00:00,Gate,None,None,None
MSKU5968459,40_High_Cube,2026-08-27T15:54:00+00:00,Gate,None,None,None
SUDU9608006,20_Standard,2026-08-27T15:55:00+00:00,Gate,None,None,None
MSKU3781767,40_High_Cube,2026-08-27T15:58:00+00:00,Gate,None,None,None
HLCU7544386,40_High_Cube,2026-08-27T16:05:00+00:00,Gate,None,None,None
SCHU9156267,53_Dry_Van,2026-08-27T16:05:00+00:00,Gate,None,None,None
EMCU2910096,20_Standard,2026-08-27T16:18:00+00:00,Gate,None,None,None
EMCU9425765,20_Standard,2026-08-27T16:19:00+00:00,Gate,None,None,None
JBHU3248581,53_Dry_Van,2026-08-27T16:20:00+00:00,Gate,None,None,None
SUDU1776019,40_High_Cube,2026-08-27T16:24:00+00:00,Gate,None,None,None
JBHU7401805,53_Dry_Van,2026-08-27T16:37:00+00:00,Gate,None,None,None
JBHU5387565,53_Dry_Van,2026-08-27T16:37:00+00:00,Gate,None,None,None
SUDU2137666,40_High_Cube,2026-08-27T16:38:00+00:00,Gate,None,None,None
EMCU8006810,40_High_Cube,2026-08-27T16:43:00+00:00,Gate,None,None,None
SCHU6442225,53_Dry_Van,2026-08-27T16:48:00+00:00,Gate,None,None,None
EMCU4628883,20_Standard,2026-08-27T16:49:00+00:00,Gate,None,None,None
EMCU2249279,40_High_Cube,2026-08-27T17:15:00+00:00,Gate,None,None,None
SUDU2868613,40_High_Cube,2026-08-27T17:27:00+00:00,Gate,None,None,None
ZIMU1147145,20_Standard,2026-08-27T17:58:00+00:00,Gate,None,None,None
JBHU6700308,53_Dry_Van,2026-08-27T18:00:00+00:00,Rail,TTZX435414,Single,None
SCHU4118270,53_Dry_Van,2026-08-27T18:01:00+00:00,Rail,TTZX848002,Single,None
JBHU8196069,53_Dry_Van,2026-08-27T18:02:00+00:00,Rail,TTZX332893,Single,None
SUDU1745152,40_High_Cube,2026-08-27T18:03:00+00:00,Rail,TTZX798952,Bottom,SUDU4518830
SUDU4518830,40_High_Cube,2026-08-27T18:03:00+00:00,Rail,TTZX798952,Top,None
SCHU7942400,53_Dry_Van,2026-08-27T18:03:00+00:00,Rail,TTZX793508,Single,None
SUDU6412806,20_Standard,2026-08-27T18:10:00+00:00,Rail,TTZX480141,Bottom,ZIMU3664640
ZIMU3664640,20_Standard,2026-08-27T18:10:00+00:00,Rail,TTZX480141,Top,None
SCHU2226660,53_Dry_Van,2026-08-27T18:11:00+00:00,Rail,TTZX799311,Single,None
